Cannot initialize model with low cpu memory usage because `accelerate` was not found in the environment. Defaulting to `low_cpu_mem_usage=False`. It is strongly recommended to install `accelerate` for faster and less memory-intense model loading. You can do so with: 
```
pip install accelerate
```
.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Loading cached analyzer from ./results/sweep_in100/cluster_cache.pkl...
  Loaded. Mode counts: [2, 3, 4, 5]
  Class 34: complexity=0.6797, modes=2, entropy=0.956, intra_var=0.595, sep=0.149
  Class 3: complexity=0.6818, modes=2, entropy=0.959, intra_var=0.581, sep=0.146
  Class 96: complexity=0.6843, modes=2, entropy=0.993, intra_var=0.421, sep=0.142
  Class 28: complexity=0.6848, modes=2, entropy=0.993, intra_var=0.468, sep=0.141
  Class 57: complexity=0.6852, modes=2, entropy=1.000, intra_var=0.547, sep=0.141
  Class 70: complexity=0.6816, modes=5, entropy=0.970, intra_var=0.425, sep=0.146
  Class 39: complexity=0.6806, modes=2, entropy=1.000, intra_var=0.087, sep=0.148
  Class 95: complexity=0.6802, modes=2, entropy=0.998, intra_var=0.099, sep=0.148
  Class 73: complexity=0.6804, modes=2, entropy=0.994, intra_var=0.231, sep=0.148
  Class 89: complexity=0.6846, modes=2, entropy=1.000, intra_var=0.406, sep=0.142
  Class 78: complexity=0.6806, modes=2, entropy=0.990, intra_var=0.181, sep=0.148
  Class 68: complexity=0.6738, modes=2, entropy=0.992, intra_var=0.040, sep=0.158
  Class 76: complexity=0.6810, modes=2, entropy=0.930, intra_var=0.475, sep=0.147
  Class 50: complexity=0.6606, modes=4, entropy=0.891, intra_var=0.366, sep=0.178
  Class 54: complexity=0.6780, modes=3, entropy=0.989, intra_var=0.059, sep=0.152
  Class 66: complexity=0.6785, modes=2, entropy=0.995, intra_var=0.150, sep=0.151
  Class 60: complexity=0.6827, modes=2, entropy=0.997, intra_var=0.397, sep=0.145
  Class 2: complexity=0.6831, modes=2, entropy=0.991, intra_var=0.297, sep=0.144
  Class 48: complexity=0.6768, modes=2, entropy=0.977, intra_var=0.475, sep=0.154
  Class 17: complexity=0.6841, modes=2, entropy=0.951, intra_var=0.431, sep=0.142
  Class 65: complexity=0.6782, modes=2, entropy=0.769, intra_var=0.280, sep=0.151
  Class 21: complexity=0.6774, modes=2, entropy=0.983, intra_var=0.367, sep=0.153
  Class 0: complexity=0.6829, modes=2, entropy=1.000, intra_var=0.573, sep=0.144
  Class 30: complexity=0.6846, modes=2, entropy=0.993, intra_var=0.528, sep=0.142
  Class 38: complexity=0.6760, modes=2, entropy=0.980, intra_var=0.642, sep=0.155
  Class 63: complexity=0.6844, modes=2, entropy=0.903, intra_var=0.675, sep=0.142
  Class 77: complexity=0.6777, modes=2, entropy=0.899, intra_var=0.651, sep=0.152
  Class 8: complexity=0.6783, modes=2, entropy=0.994, intra_var=0.796, sep=0.151
  Class 13: complexity=0.6792, modes=2, entropy=0.996, intra_var=0.663, sep=0.150
  Class 94: complexity=0.6818, modes=2, entropy=0.978, intra_var=0.562, sep=0.146
  Class 49: complexity=0.6811, modes=2, entropy=1.000, intra_var=0.681, sep=0.147
  Class 97: complexity=0.6840, modes=2, entropy=0.956, intra_var=1.000, sep=0.143
  Class 84: complexity=0.6847, modes=2, entropy=0.858, intra_var=0.746, sep=0.141
  Class 81: complexity=0.6851, modes=2, entropy=0.998, intra_var=0.957, sep=0.141
  Class 18: complexity=0.6779, modes=2, entropy=0.988, intra_var=0.392, sep=0.152
  Class 88: complexity=0.6787, modes=2, entropy=0.915, intra_var=0.870, sep=0.151
  Class 23: complexity=0.6792, modes=2, entropy=0.988, intra_var=0.653, sep=0.150
  Class 55: complexity=0.6744, modes=2, entropy=0.993, intra_var=0.874, sep=0.157
  Class 92: complexity=0.6814, modes=2, entropy=1.000, intra_var=0.736, sep=0.147
  Class 41: complexity=0.6844, modes=2, entropy=0.856, intra_var=0.472, sep=0.142
  Class 42: complexity=0.6807, modes=2, entropy=0.977, intra_var=0.552, sep=0.148
  Class 74: complexity=0.6754, modes=2, entropy=0.963, intra_var=0.903, sep=0.156
  Class 40: complexity=0.6826, modes=3, entropy=0.891, intra_var=0.384, sep=0.145
  Class 71: complexity=0.6786, modes=2, entropy=0.908, intra_var=0.935, sep=0.151
  Class 83: complexity=0.6811, modes=2, entropy=0.920, intra_var=0.699, sep=0.147
  Class 80: complexity=0.6695, modes=2, entropy=0.996, intra_var=0.411, sep=0.165
  Class 47: complexity=0.6815, modes=2, entropy=0.994, intra_var=0.385, sep=0.146
  Class 59: complexity=0.6821, modes=2, entropy=0.948, intra_var=0.585, sep=0.145
  Class 87: complexity=0.6781, modes=2, entropy=0.978, intra_var=0.517, sep=0.152
  Class 52: complexity=0.6652, modes=2, entropy=0.986, intra_var=0.202, sep=0.171
  Class 53: complexity=0.6779, modes=2, entropy=0.941, intra_var=0.503, sep=0.152
  Class 86: complexity=0.6814, modes=2, entropy=0.874, intra_var=0.699, sep=0.147
  Class 45: complexity=0.6826, modes=2, entropy=0.819, intra_var=0.487, sep=0.145
  Class 29: complexity=0.6841, modes=2, entropy=0.843, intra_var=0.755, sep=0.142
  Class 61: complexity=0.6813, modes=2, entropy=0.930, intra_var=0.775, sep=0.147
  Class 82: complexity=0.6833, modes=2, entropy=0.976, intra_var=0.701, sep=0.144
  Class 90: complexity=0.6792, modes=2, entropy=0.983, intra_var=0.961, sep=0.150
  Class 75: complexity=0.6731, modes=2, entropy=0.999, intra_var=0.530, sep=0.159
  Class 93: complexity=0.6843, modes=2, entropy=0.670, intra_var=0.690, sep=0.142
  Class 67: complexity=0.6489, modes=2, entropy=0.998, intra_var=0.561, sep=0.195
  Class 31: complexity=0.6791, modes=2, entropy=0.983, intra_var=0.520, sep=0.150
  Class 19: complexity=0.6788, modes=2, entropy=0.849, intra_var=0.273, sep=0.151
  Class 14: complexity=0.6843, modes=2, entropy=0.906, intra_var=0.689, sep=0.142
  Class 27: complexity=0.6826, modes=2, entropy=0.962, intra_var=0.475, sep=0.145
  Class 6: complexity=0.6840, modes=2, entropy=0.665, intra_var=0.582, sep=0.143
  Class 7: complexity=0.6815, modes=2, entropy=0.984, intra_var=0.317, sep=0.146
  Class 46: complexity=0.6643, modes=3, entropy=0.996, intra_var=0.439, sep=0.173
  Class 37: complexity=0.6744, modes=2, entropy=0.719, intra_var=0.415, sep=0.157
  Class 51: complexity=0.6771, modes=2, entropy=0.983, intra_var=0.485, sep=0.153
  Class 12: complexity=0.6797, modes=2, entropy=0.986, intra_var=0.458, sep=0.149
  Class 11: complexity=0.6628, modes=2, entropy=1.000, intra_var=0.116, sep=0.175
  Class 44: complexity=0.6810, modes=2, entropy=0.999, intra_var=0.703, sep=0.147
  Class 4: complexity=0.6770, modes=2, entropy=0.987, intra_var=0.162, sep=0.153
  Class 22: complexity=0.6751, modes=2, entropy=0.954, intra_var=0.252, sep=0.156
  Complexity: min=0.6489, max=0.6852
  K=2: 94 classes
  K=3: 3 classes
  K=4: 2 classes
  K=5: 1 classes
  Saving to ./results/sweep_in100/factor_ablation_v2_separability_only
  Class n02869837 (label=452): guidance=0.0410, stop_t=24, modes=2, complexity=0.6829
  Class n01749939 (label=64): guidance=0.0403, stop_t=24, modes=2, complexity=0.6714
  Class n02488291 (label=374): guidance=0.0410, stop_t=24, modes=2, complexity=0.6831
  Class n02107142 (label=236): guidance=0.0409, stop_t=24, modes=2, complexity=0.6818
  Class n13037406 (label=993): guidance=0.0406, stop_t=24, modes=2, complexity=0.6770
  Class n02091831 (label=176): guidance=0.0410, stop_t=24, modes=2, complexity=0.6836
  Class n04517823 (label=882): guidance=0.0410, stop_t=24, modes=2, complexity=0.6840
  Class n04589890 (label=904): guidance=0.0409, stop_t=24, modes=2, complexity=0.6815
  Class n03062245 (label=503): guidance=0.0407, stop_t=24, modes=2, complexity=0.6783
  Class n01773797 (label=74): guidance=0.0404, stop_t=24, modes=2, complexity=0.6729
  Class n01735189 (label=57): guidance=0.0408, stop_t=24, modes=2, complexity=0.6798
  Class n07831146 (label=959): guidance=0.0398, stop_t=24, modes=2, complexity=0.6628
  Class n07753275 (label=953): guidance=0.0408, stop_t=24, modes=2, complexity=0.6797
  Class n03085013 (label=508): guidance=0.0408, stop_t=24, modes=2, complexity=0.6792
  Class n04485082 (label=872): guidance=0.0411, stop_t=24, modes=2, complexity=0.6843
  Class n02105505 (label=228): guidance=0.0409, stop_t=24, modes=2, complexity=0.6812
  Class n01983481 (label=122): guidance=0.0406, stop_t=24, modes=2, complexity=0.6760
  Class n02788148 (label=421): guidance=0.0410, stop_t=24, modes=2, complexity=0.6841
  Class n03530642 (label=599): guidance=0.0407, stop_t=24, modes=2, complexity=0.6779
  Class n04435653 (label=858): guidance=0.0407, stop_t=24, modes=2, complexity=0.6788
  Class n02086910 (label=157): guidance=0.0408, stop_t=24, modes=2, complexity=0.6793
  Class n02859443 (label=449): guidance=0.0406, stop_t=24, modes=2, complexity=0.6774
  Class n13040303 (label=994): guidance=0.0405, stop_t=24, modes=2, complexity=0.6751
  Class n03594734 (label=608): guidance=0.0408, stop_t=24, modes=2, complexity=0.6792
  Class n02085620 (label=151): guidance=0.0411, stop_t=24, modes=2, complexity=0.6843
  Class n02099849 (label=209): guidance=0.0411, stop_t=24, modes=2, complexity=0.6846
  Class n01558993 (label=15): guidance=0.0408, stop_t=24, modes=4, complexity=0.6807
  Class n04493381 (label=876): guidance=0.0410, stop_t=24, modes=2, complexity=0.6826
  Class n02109047 (label=246): guidance=0.0411, stop_t=24, modes=2, complexity=0.6848
  Class n04111531 (label=766): guidance=0.0410, stop_t=24, modes=2, complexity=0.6841
  Class n02877765 (label=455): guidance=0.0411, stop_t=24, modes=2, complexity=0.6846
  Class n04429376 (label=857): guidance=0.0407, stop_t=24, modes=2, complexity=0.6791
  Class n02009229 (label=131): guidance=0.0408, stop_t=24, modes=2, complexity=0.6796
  Class n01978455 (label=119): guidance=0.0408, stop_t=24, modes=2, complexity=0.6807
  Class n02106550 (label=234): guidance=0.0408, stop_t=24, modes=2, complexity=0.6797
  Class n01820546 (label=90): guidance=0.0410, stop_t=24, modes=2, complexity=0.6829
  Class n01692333 (label=45): guidance=0.0406, stop_t=24, modes=2, complexity=0.6764
  Class n07714571 (label=936): guidance=0.0405, stop_t=24, modes=2, complexity=0.6744
  Class n02974003 (label=479): guidance=0.0406, stop_t=24, modes=2, complexity=0.6760
  Class n02114855 (label=272): guidance=0.0408, stop_t=24, modes=2, complexity=0.6806
  Class n03785016 (label=665): guidance=0.0410, stop_t=24, modes=3, complexity=0.6826
  Class n03764736 (label=653): guidance=0.0411, stop_t=24, modes=2, complexity=0.6844
  Class n03775546 (label=659): guidance=0.0408, stop_t=24, modes=2, complexity=0.6807
  Class n02087046 (label=158): guidance=0.0410, stop_t=24, modes=2, complexity=0.6831
  Class n07836838 (label=960): guidance=0.0409, stop_t=24, modes=2, complexity=0.6810
  Class n04099969 (label=765): guidance=0.0410, stop_t=24, modes=2, complexity=0.6826
  Class n04592741 (label=908): guidance=0.0399, stop_t=24, modes=3, complexity=0.6643
  Class n03891251 (label=703): guidance=0.0409, stop_t=24, modes=2, complexity=0.6815
  Class n02701002 (label=407): guidance=0.0406, stop_t=24, modes=2, complexity=0.6768
  Class n03379051 (label=560): guidance=0.0409, stop_t=24, modes=2, complexity=0.6811
  Class n02259212 (label=317): guidance=0.0396, stop_t=24, modes=4, complexity=0.6606
  Class n07715103 (label=938): guidance=0.0406, stop_t=24, modes=2, complexity=0.6771
  Class n03947888 (label=724): guidance=0.0399, stop_t=24, modes=2, complexity=0.6652
  Class n04026417 (label=748): guidance=0.0407, stop_t=24, modes=2, complexity=0.6779
  Class n02326432 (label=331): guidance=0.0407, stop_t=24, modes=3, complexity=0.6780
  Class n03637318 (label=619): guidance=0.0405, stop_t=24, modes=2, complexity=0.6744
  Class n01980166 (label=120): guidance=0.0409, stop_t=24, modes=2, complexity=0.6813
  Class n02113799 (label=267): guidance=0.0411, stop_t=24, modes=2, complexity=0.6852
  Class n02086240 (label=155): guidance=0.0410, stop_t=24, modes=2, complexity=0.6826
  Class n03903868 (label=708): guidance=0.0409, stop_t=24, modes=2, complexity=0.6821
  Class n02483362 (label=368): guidance=0.0410, stop_t=24, modes=2, complexity=0.6827
  Class n04127249 (label=772): guidance=0.0409, stop_t=24, modes=2, complexity=0.6813
  Class n02089973 (label=167): guidance=0.0410, stop_t=24, modes=2, complexity=0.6834
  Class n03017168 (label=494): guidance=0.0411, stop_t=24, modes=2, complexity=0.6844
  Class n02093428 (label=180): guidance=0.0411, stop_t=24, modes=2, complexity=0.6848
  Class n02804414 (label=431): guidance=0.0407, stop_t=24, modes=2, complexity=0.6782
  Class n02396427 (label=342): guidance=0.0407, stop_t=24, modes=2, complexity=0.6785
  Class n04418357 (label=854): guidance=0.0389, stop_t=24, modes=2, complexity=0.6489
  Class n02172182 (label=305): guidance=0.0404, stop_t=24, modes=2, complexity=0.6738
  Class n01729322 (label=54): guidance=0.0408, stop_t=24, modes=2, complexity=0.6794
  Class n02113978 (label=268): guidance=0.0409, stop_t=24, modes=5, complexity=0.6816
  Class n03787032 (label=667): guidance=0.0407, stop_t=24, modes=2, complexity=0.6786
  Class n02089867 (label=166): guidance=0.0411, stop_t=24, modes=2, complexity=0.6844
  Class n02119022 (label=277): guidance=0.0408, stop_t=24, modes=2, complexity=0.6804
  Class n03777754 (label=662): guidance=0.0405, stop_t=24, modes=2, complexity=0.6754
  Class n04238763 (label=798): guidance=0.0404, stop_t=24, modes=2, complexity=0.6731
  Class n02231487 (label=313): guidance=0.0409, stop_t=24, modes=2, complexity=0.6810
  Class n03032252 (label=498): guidance=0.0407, stop_t=24, modes=2, complexity=0.6777
  Class n02138441 (label=299): guidance=0.0408, stop_t=24, modes=2, complexity=0.6806
  Class n02104029 (label=222): guidance=0.0408, stop_t=24, modes=2, complexity=0.6801
  Class n03837869 (label=682): guidance=0.0402, stop_t=24, modes=2, complexity=0.6695
  Class n03494278 (label=593): guidance=0.0411, stop_t=24, modes=2, complexity=0.6851
  Class n04136333 (label=775): guidance=0.0410, stop_t=24, modes=2, complexity=0.6833
  Class n03794056 (label=674): guidance=0.0409, stop_t=24, modes=2, complexity=0.6811
  Class n03492542 (label=592): guidance=0.0411, stop_t=24, modes=2, complexity=0.6847
  Class n02018207 (label=137): guidance=0.0407, stop_t=24, modes=2, complexity=0.6781
  Class n04067472 (label=758): guidance=0.0409, stop_t=24, modes=2, complexity=0.6814
  Class n03930630 (label=717): guidance=0.0407, stop_t=24, modes=2, complexity=0.6781
  Class n03584829 (label=606): guidance=0.0407, stop_t=24, modes=2, complexity=0.6787
  Class n02123045 (label=281): guidance=0.0411, stop_t=24, modes=2, complexity=0.6846
  Class n04229816 (label=796): guidance=0.0408, stop_t=24, modes=2, complexity=0.6792
  Class n02100583 (label=211): guidance=0.0409, stop_t=24, modes=2, complexity=0.6809
  Class n03642806 (label=620): guidance=0.0409, stop_t=24, modes=2, complexity=0.6814
  Class n04336792 (label=830): guidance=0.0411, stop_t=24, modes=2, complexity=0.6843
  Class n03259280 (label=544): guidance=0.0409, stop_t=24, modes=2, complexity=0.6818
  Class n02116738 (label=275): guidance=0.0408, stop_t=24, modes=2, complexity=0.6802
  Class n02108089 (label=242): guidance=0.0411, stop_t=24, modes=2, complexity=0.6843
  Class n03424325 (label=570): guidance=0.0410, stop_t=24, modes=2, complexity=0.6840
  Class n01855672 (label=99): guidance=0.0409, stop_t=24, modes=2, complexity=0.6823
  Class n02090622 (label=169): guidance=0.0409, stop_t=24, modes=2, complexity=0.6821

Generating class: n02869837 (label=452)
  0%|          | 0/10 [00:00<?, ?it/s] 10%|█         | 1/10 [00:01<00:10,  1.21s/it] 20%|██        | 2/10 [00:02<00:08,  1.11s/it] 30%|███       | 3/10 [00:03<00:07,  1.08s/it] 40%|████      | 4/10 [00:04<00:06,  1.06s/it] 50%|█████     | 5/10 [00:05<00:05,  1.05s/it] 60%|██████    | 6/10 [00:06<00:04,  1.04s/it] 70%|███████   | 7/10 [00:07<00:03,  1.04s/it] 80%|████████  | 8/10 [00:08<00:02,  1.04s/it] 90%|█████████ | 9/10 [00:09<00:01,  1.05s/it]100%|██████████| 10/10 [00:10<00:00,  1.05s/it]100%|██████████| 10/10 [00:10<00:00,  1.06s/it]
  Time: 10.6s

Generating class: n01749939 (label=64)
  0%|          | 0/10 [00:00<?, ?it/s] 10%|█         | 1/10 [00:01<00:09,  1.06s/it] 20%|██        | 2/10 [00:02<00:08,  1.03s/it] 30%|███       | 3/10 [00:03<00:06,  1.00it/s] 40%|████      | 4/10 [00:03<00:05,  1.02it/s] 50%|█████     | 5/10 [00:04<00:04,  1.03it/s] 60%|██████    | 6/10 [00:05<00:03,  1.04it/s] 70%|███████   | 7/10 [00:06<00:02,  1.04it/s] 80%|████████  | 8/10 [00:07<00:01,  1.05it/s] 90%|█████████ | 9/10 [00:08<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.04it/s]
  Time: 9.7s

Generating class: n02488291 (label=374)
  0%|          | 0/10 [00:00<?, ?it/s] 10%|█         | 1/10 [00:00<00:08,  1.05it/s] 20%|██        | 2/10 [00:01<00:07,  1.06it/s] 30%|███       | 3/10 [00:02<00:06,  1.06it/s] 40%|████      | 4/10 [00:03<00:05,  1.06it/s] 50%|█████     | 5/10 [00:04<00:04,  1.06it/s] 60%|██████    | 6/10 [00:05<00:03,  1.06it/s] 70%|███████   | 7/10 [00:06<00:02,  1.06it/s] 80%|████████  | 8/10 [00:07<00:01,  1.06it/s] 90%|█████████ | 9/10 [00:08<00:00,  1.06it/s]100%|██████████| 10/10 [00:09<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.06it/s]
  Time: 9.5s

Generating class: n02107142 (label=236)
  0%|          | 0/10 [00:00<?, ?it/s] 10%|█         | 1/10 [00:00<00:08,  1.06it/s] 20%|██        | 2/10 [00:01<00:07,  1.06it/s] 30%|███       | 3/10 [00:02<00:06,  1.06it/s] 40%|████      | 4/10 [00:03<00:05,  1.05it/s] 50%|█████     | 5/10 [00:04<00:04,  1.05it/s] 60%|██████    | 6/10 [00:05<00:03,  1.05it/s] 70%|███████   | 7/10 [00:06<00:02,  1.06it/s] 80%|████████  | 8/10 [00:07<00:01,  1.06it/s] 90%|█████████ | 9/10 [00:08<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.06it/s]100%|██████████| 10/10 [00:09<00:00,  1.06it/s]
  Time: 9.5s

Generating class: n13037406 (label=993)
  0%|          | 0/10 [00:00<?, ?it/s] 10%|█         | 1/10 [00:00<00:08,  1.06it/s] 20%|██        | 2/10 [00:01<00:07,  1.06it/s] 30%|███       | 3/10 [00:02<00:06,  1.06it/s] 40%|████      | 4/10 [00:03<00:05,  1.06it/s] 50%|█████     | 5/10 [00:04<00:04,  1.06it/s] 60%|██████    | 6/10 [00:05<00:03,  1.06it/s] 70%|███████   | 7/10 [00:06<00:02,  1.06it/s] 80%|████████  | 8/10 [00:07<00:01,  1.06it/s] 90%|█████████ | 9/10 [00:08<00:00,  1.06it/s]100%|██████████| 10/10 [00:09<00:00,  1.06it/s]100%|██████████| 10/10 [00:09<00:00,  1.06it/s]
  Time: 9.4s

Generating class: n02091831 (label=176)
  0%|          | 0/10 [00:00<?, ?it/s] 10%|█         | 1/10 [00:00<00:08,  1.04it/s] 20%|██        | 2/10 [00:01<00:07,  1.05it/s] 30%|███       | 3/10 [00:02<00:06,  1.05it/s] 40%|████      | 4/10 [00:03<00:05,  1.05it/s] 50%|█████     | 5/10 [00:04<00:04,  1.05it/s] 60%|██████    | 6/10 [00:05<00:03,  1.05it/s] 70%|███████   | 7/10 [00:06<00:02,  1.05it/s] 80%|████████  | 8/10 [00:07<00:01,  1.05it/s] 90%|█████████ | 9/10 [00:08<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.05it/s]
  Time: 9.5s

Generating class: n04517823 (label=882)
  0%|          | 0/10 [00:00<?, ?it/s] 10%|█         | 1/10 [00:00<00:08,  1.05it/s] 20%|██        | 2/10 [00:01<00:07,  1.05it/s] 30%|███       | 3/10 [00:02<00:06,  1.05it/s] 40%|████      | 4/10 [00:03<00:05,  1.05it/s] 50%|█████     | 5/10 [00:04<00:04,  1.05it/s] 60%|██████    | 6/10 [00:05<00:03,  1.06it/s] 70%|███████   | 7/10 [00:06<00:02,  1.05it/s] 80%|████████  | 8/10 [00:07<00:01,  1.05it/s] 90%|█████████ | 9/10 [00:08<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.05it/s]
  Time: 9.5s

Generating class: n04589890 (label=904)
  0%|          | 0/10 [00:00<?, ?it/s] 10%|█         | 1/10 [00:00<00:08,  1.05it/s] 20%|██        | 2/10 [00:01<00:07,  1.05it/s] 30%|███       | 3/10 [00:02<00:06,  1.05it/s] 40%|████      | 4/10 [00:03<00:05,  1.05it/s] 50%|█████     | 5/10 [00:04<00:04,  1.06it/s] 60%|██████    | 6/10 [00:05<00:03,  1.06it/s] 70%|███████   | 7/10 [00:06<00:02,  1.06it/s] 80%|████████  | 8/10 [00:07<00:01,  1.06it/s] 90%|█████████ | 9/10 [00:08<00:00,  1.06it/s]100%|██████████| 10/10 [00:09<00:00,  1.06it/s]100%|██████████| 10/10 [00:09<00:00,  1.06it/s]
  Time: 9.5s

Generating class: n03062245 (label=503)
  0%|          | 0/10 [00:00<?, ?it/s] 10%|█         | 1/10 [00:00<00:08,  1.06it/s] 20%|██        | 2/10 [00:01<00:07,  1.06it/s] 30%|███       | 3/10 [00:02<00:06,  1.06it/s] 40%|████      | 4/10 [00:03<00:05,  1.06it/s] 50%|█████     | 5/10 [00:04<00:04,  1.06it/s] 60%|██████    | 6/10 [00:05<00:03,  1.06it/s] 70%|███████   | 7/10 [00:06<00:02,  1.05it/s] 80%|████████  | 8/10 [00:07<00:01,  1.05it/s] 90%|█████████ | 9/10 [00:08<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.05it/s]
  Time: 9.5s

Generating class: n01773797 (label=74)
  0%|          | 0/10 [00:00<?, ?it/s] 10%|█         | 1/10 [00:00<00:08,  1.05it/s] 20%|██        | 2/10 [00:01<00:07,  1.05it/s] 30%|███       | 3/10 [00:02<00:06,  1.05it/s] 40%|████      | 4/10 [00:03<00:05,  1.04it/s] 50%|█████     | 5/10 [00:04<00:04,  1.05it/s] 60%|██████    | 6/10 [00:05<00:03,  1.04it/s] 70%|███████   | 7/10 [00:06<00:02,  1.04it/s] 80%|████████  | 8/10 [00:07<00:01,  1.04it/s] 90%|█████████ | 9/10 [00:08<00:00,  1.04it/s]100%|██████████| 10/10 [00:09<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.05it/s]
  Time: 9.6s

Generating class: n01735189 (label=57)
  0%|          | 0/10 [00:00<?, ?it/s] 10%|█         | 1/10 [00:00<00:08,  1.05it/s] 20%|██        | 2/10 [00:01<00:07,  1.06it/s] 30%|███       | 3/10 [00:02<00:06,  1.06it/s] 40%|████      | 4/10 [00:03<00:05,  1.06it/s] 50%|█████     | 5/10 [00:04<00:04,  1.05it/s] 60%|██████    | 6/10 [00:05<00:03,  1.06it/s] 70%|███████   | 7/10 [00:06<00:02,  1.06it/s] 80%|████████  | 8/10 [00:07<00:01,  1.05it/s] 90%|█████████ | 9/10 [00:08<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.05it/s]
  Time: 9.5s

Generating class: n07831146 (label=959)
  0%|          | 0/10 [00:00<?, ?it/s] 10%|█         | 1/10 [00:00<00:08,  1.05it/s] 20%|██        | 2/10 [00:01<00:07,  1.05it/s] 30%|███       | 3/10 [00:02<00:06,  1.05it/s] 40%|████      | 4/10 [00:03<00:05,  1.05it/s] 50%|█████     | 5/10 [00:04<00:04,  1.05it/s] 60%|██████    | 6/10 [00:05<00:03,  1.05it/s] 70%|███████   | 7/10 [00:06<00:02,  1.05it/s] 80%|████████  | 8/10 [00:07<00:01,  1.05it/s] 90%|█████████ | 9/10 [00:08<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.03it/s]100%|██████████| 10/10 [00:09<00:00,  1.04it/s]
  Time: 9.6s

Generating class: n07753275 (label=953)
  0%|          | 0/10 [00:00<?, ?it/s] 10%|█         | 1/10 [00:00<00:08,  1.01it/s] 20%|██        | 2/10 [00:01<00:07,  1.02it/s] 30%|███       | 3/10 [00:02<00:06,  1.04it/s] 40%|████      | 4/10 [00:03<00:05,  1.05it/s] 50%|█████     | 5/10 [00:04<00:04,  1.05it/s] 60%|██████    | 6/10 [00:05<00:03,  1.05it/s] 70%|███████   | 7/10 [00:06<00:02,  1.05it/s] 80%|████████  | 8/10 [00:07<00:01,  1.04it/s] 90%|█████████ | 9/10 [00:08<00:00,  1.02it/s]100%|██████████| 10/10 [00:09<00:00,  1.03it/s]100%|██████████| 10/10 [00:09<00:00,  1.04it/s]
  Time: 9.6s

Generating class: n03085013 (label=508)
  0%|          | 0/10 [00:00<?, ?it/s] 10%|█         | 1/10 [00:00<00:08,  1.05it/s] 20%|██        | 2/10 [00:01<00:07,  1.02it/s] 30%|███       | 3/10 [00:02<00:06,  1.03it/s] 40%|████      | 4/10 [00:03<00:05,  1.03it/s] 50%|█████     | 5/10 [00:04<00:04,  1.03it/s] 60%|██████    | 6/10 [00:05<00:03,  1.04it/s] 70%|███████   | 7/10 [00:06<00:02,  1.04it/s] 80%|████████  | 8/10 [00:07<00:01,  1.04it/s] 90%|█████████ | 9/10 [00:08<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.04it/s]
  Time: 9.6s

Generating class: n04485082 (label=872)
  0%|          | 0/10 [00:00<?, ?it/s] 10%|█         | 1/10 [00:00<00:08,  1.06it/s] 20%|██        | 2/10 [00:01<00:07,  1.05it/s] 30%|███       | 3/10 [00:02<00:06,  1.05it/s] 40%|████      | 4/10 [00:03<00:05,  1.05it/s] 50%|█████     | 5/10 [00:04<00:04,  1.05it/s] 60%|██████    | 6/10 [00:05<00:03,  1.05it/s] 70%|███████   | 7/10 [00:06<00:02,  1.05it/s] 80%|████████  | 8/10 [00:07<00:01,  1.05it/s] 90%|█████████ | 9/10 [00:08<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.05it/s]
  Time: 9.5s

Generating class: n02105505 (label=228)
  0%|          | 0/10 [00:00<?, ?it/s] 10%|█         | 1/10 [00:00<00:08,  1.04it/s] 20%|██        | 2/10 [00:01<00:07,  1.04it/s] 30%|███       | 3/10 [00:02<00:06,  1.04it/s] 40%|████      | 4/10 [00:03<00:05,  1.04it/s] 50%|█████     | 5/10 [00:04<00:04,  1.05it/s] 60%|██████    | 6/10 [00:05<00:03,  1.05it/s] 70%|███████   | 7/10 [00:06<00:02,  1.05it/s] 80%|████████  | 8/10 [00:07<00:01,  1.05it/s] 90%|█████████ | 9/10 [00:08<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.05it/s]100%|██████████| 10/10 [00:09<00:00,  1.05it/s]
  Time: 9.6s

Generating class: n01983481 (label=122)
